content,content_clean,content_preprocessing,polarity_score,polarity
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,knapa saya kasih bintang satu karena nilainya tidak memuaskan eror mulu aplikasinya saya udh bener semua tapi tetep nilainya,"['knapa', 'kasih', 'bintang', 'satu', 'nilai', 'muas', 'eror', 'mulu', 'aplikasi', 'udh', 'bener', 'semua', 'tetep', 'nilai']",10,positive
"Kadang error , tapi lumayan tingkatkan",kadang error  tapi lumayan tingkatkan,"['kadang', 'error', 'lumayan', 'tingkat']",-2,negative
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,sangat membantu saya dalam perkuliahan serta memperoleh informasi yang bermanfaat,"['sangat', 'bantu', 'kuliah', 'oleh', 'informasi', 'manfaat']",0,negative
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",gak ngerti lagi sih nih aplikasi gimana server sering down lemott buat login pdhal signal mendukung loading aja terus sering error juga apalagi kalau soal ujian disertai gambar ya semoga kedepannya bisa lebih baik,"['gak', 'ngerti', 'sih', 'nih', 'aplikasi', 'gimana', 'server', 'sering', 'down', 'lemott', 'buat', 'login', 'pdhal', 'signal', 'dukung', 'loading', 'aja', 'terus', 'sering', 'error', 'kalau', 'soal', 'uji', 'serta', 'gambar', 'moga', 'depan', 'lebih', 'baik']",2,positive
Hanya untuk mahasiswa,hanya untuk mahasiswa,['mahasiswa'],0,negative
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",mudah dalam belajar online  praktis dan efisien dakam berkomunikasi thank you very much edlink,"['mudah', 'ajar', 'online', 'praktis', 'efisien', 'dakam', 'komunikasi', 'thank', 'you', 'very', 'much', 'edlink']",11,positive
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen  edlink jaya,"['keren', 'banget', 'aplikasi', 'buat', 'mudah', 'daalm', 'ajar', 'online', 'dengn', 'dosen', 'edlink', 'jaya']",3,positive
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website  ketika kami mengetik  secara bersaman di forum kelas  saya sangat terganggu dengan fitur notice writing nya  itu akan menggangu dan memperlambat waktu ketika kita mengetik,"['update', 'baik', 'bug', 'sedang', 'akses', 'edlink', 'via', 'website', 'etik', 'saman', 'forum', 'kelas', 'sangat', 'ganggu', 'fitur', 'notice', 'writing', 'nya', 'menggangu', 'lambat', 'waktu', 'etik']",-5,negative
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,aplikasi edlink sangat berguna  bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,"['aplikasi', 'edlink', 'sangat', 'guna', 'manfaat', 'sekali', 'kuliah', 'kumpul', 'tugas']",-3,negative
Ini sangat memudahkan dalam proses pembelajaran dan diskusi..,ini sangat memudahkan dalam proses pembelajaran dan diskusi,"['sangat', 'mudah', 'proses', 'ajar', 'diskusi']",0,negative
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring sehingga tidak ketinggalan materi pembelajaran terimakasih edlink atas dedikasinya,"['alhamdulillah', 'aplikasi', 'edlink', 'sangat', 'bantu', 'proses', 'ajar', 'via', 'daring', 'tinggal', 'materi', 'ajar', 'terimakasih', 'edlink', 'atas', 'dedikasi']",-6,negative
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,"['lebih', 'mudah', 'guna', 'kuliah', 'daring', 'jadi', 'semua', 'tugas', 'd', 'edlink', 'pokok', 'nya', 'nya', 'edlink', 'semua', 'tugas', 'kuliah', 'jalan', 'baik']",-4,negative
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan terimakasih,"['aplikasi', 'layak', 'coba', 'sangat', 'bantu', 'laksana', 'kuliah', 'situasi', 'sekarang', 'situasi', 'pandemi', 'corona', 'virus', 'covid', 'situasi', 'sekarang', 'tuntut', 'rumah', 'kerja', 'rumah', 'sdan', 'ajar', 'rumah', 'aplikasi', 'sangat', 'bantu', 'mahasiswa', 'laksana', 'kuliah', 'terimakasih']",-11,negative
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",maaf kasih bintang  aja sebelum ada perbaikan karena setiap upload tugas nunggu nya bermenit bahkan keseringan gagal kalo bukan karena tugas kuliah kagak mau ngedownload,"['maaf', 'kasih', 'bintang', 'aja', 'baik', 'upload', 'tugas', 'nunggu', 'nya', 'menit', 'bahkan', 'sering', 'gagal', 'kalo', 'bukan', 'tugas', 'kuliah', 'kagak', 'mau', 'ngedownload']",-2,negative
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",terima kasih apl edlink dengan adanya aplikasi ini saya dan temanteman serta dosen merasa lebih terbantu segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran,"['terima', 'kasih', 'apl', 'edlink', 'ada', 'aplikasi', 'temanteman', 'dosen', 'rasa', 'lebih', 'bantu', 'segala', 'nya', 'terap', 'kan', 'aplikasi', 'langsung', 'ajar']",-5,negative
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,sangat berguna banget dong y edlink di tengah tengah wabah corona  terimakasih sudah hadir,"['sangat', 'guna', 'banget', 'dong', 'y', 'edlink', 'tengah', 'tengah', 'wabah', 'corona', 'terimakasih', 'hadir']",3,positive
Lemot bngt susah akses masuknya,lemot bngt susah akses masuknya,"['lot', 'bngt', 'susah', 'akses', 'masuk']",-9,negative
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",ada baiknya kalo untuk ujian setelah konfirmasi bisa diedit karena serba salah dikonfirmasi tapi takut masih belum fix engga dikonfirmasi takut kepepet waktu,"['baik', 'kalo', 'uji', 'konfirmasi', 'edit', 'serba', 'salah', 'konfirmasi', 'takut', 'fix', 'engga', 'konfirmasi', 'takut', 'pepet', 'waktu']",-3,negative
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,apkl edlink sangat berguna bagi mahasiswa dan mahasiswi  apalagi dengan kondisi sekarang kita sedang menghadapi bencana yang luar biasamaka dari itu kita harus stay di rmah aja ya hal tersebut dapt membantu tenaga medis dan pemerintahnamun hal tersebut tdk membatasi kta untuk terus belajar dengan adanya apkl edlink ini kita bisa melakukan perkuliahan seperti biasa meskipun kita tdkbisa berhadap muka secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,"['apkl', 'edlink', 'sangat', 'guna', 'mahasiswa', 'mahasiswi', 'kondisi', 'sekarang', 'sedang', 'hadap', 'bencana', 'luar', 'biasamaka', 'stay', 'rmah', 'aja', 'sebut', 'dapt', 'bantu', 'tenaga', 'medis', 'pemerintahnamun', 'sebut', 'tdk', 'batas', 'kta', 'terus', 'ajar', 'ada', 'apkl', 'edlink', 'laku', 'kuliah', 'biasa', 'meski', 'tdkbisa', 'hadap', 'muka', 'langsung', 'proses', 'ngajar', 'ajar', 'tetap', 'laku', 'dgn', 'edlink', 'lebih', 'muda']",-8,negative
Membatu,membatu,['batu'],0,negative
Kelas grup suka keluar sendiri,kelas grup suka keluar sendiri,"['kelas', 'grup', 'suka', 'keluar', 'sendiri']",-11,negative
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",yaaah good lah sebagai aplikasi penunjang kuliah online saat pandemi covid saat ini walaupun ada beberapa kekurangannya tapi mantap lah,"['yaaah', 'good', 'lah', 'aplikasi', 'tunjang', 'kuliah', 'online', 'pandemi', 'covid', 'walaupun', 'beberapa', 'kurang', 'mantap', 'lah']",0,negative
Edlink ini sangat membantu saya saat belajar di rumah,edlink ini sangat membantu saya saat belajar di rumah,"['edlink', 'sangat', 'bantu', 'ajar', 'rumah']",-2,negative
Aplikasi terkeren untuk ngampus😉,aplikasi terkeren untuk ngampus,"['aplikasi', 'keren', 'ngampus']",-4,negative
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",aplikasi edukasi edlink ini cukup bagus mempermudah mahasiswa jika mendapat tugas dari dosen aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa,"['aplikasi', 'edukasi', 'edlink', 'cukup', 'bagus', 'mudah', 'mahasiswa', 'dapat', 'tugas', 'dosen', 'aplikasi', 'cukup', 'lengkap', 'kirim', 'lampir', 'mudah', 'unggah', 'bagus', 'pokok', 'mantappu', 'djiwa']",-16,negative
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu,"['aplikasi', 'sangat', 'guna', 'mahasiswa', 'jadi', 'tahu', 'informasi', 'waktu']",-7,negative
"sangat membantuu👍 semoga terus berkembang, semangaat tim🤗",sangat membantuu semoga terus berkembang semangaat tim🤗,"['sangat', 'membantuu', 'moga', 'terus', 'kembang', 'semangaat', 'tim']",-2,negative
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",edlink sangat berguna banget untuk perkuliahan apalagi sekarang harus  jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah sistem nya juga bagus seperti mempermudah dosen dalam mengabsen mahasiswa yang sudah login dan membuka materinya keliatan siapa yang ngumpul tugas pertama sampai yang terakhir bisa liat nilai kita gimana secara detailnya berapa sistem nya terperinci deh pokoknya jadi gampang aksesnya,"['edlink', 'sangat', 'guna', 'banget', 'kuliah', 'sekarang', 'jadi', 'sangat', 'sangat', 'bantu', 'mahasiswa', 'dosen', 'laku', 'interaksi', 'online', 'sampai', 'materi', 'kuliah', 'sistem', 'nya', 'bagus', 'mudah', 'dosen', 'absen', 'mahasiswa', 'login', 'buka', 'materi', 'liat', 'siapa', 'ngumpul', 'tugas', 'pertama', 'akhir', 'liat', 'nilai', 'gimana', 'detail', 'berapa', 'sistem', 'nya', 'perinci', 'deh', 'pokok', 'jadi', 'gampang', 'akses']",-10,negative
Jelek bettt,jelek bettt,"['jelek', 'bettt']",-5,negative
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",aplikasi edlink sangat membantu dalam situasi perkuliahan daring selama pandemi covid harapannya semoga aplikasi ini terus ditingkatkan fiturfiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif terimakasih edlink keren,"['aplikasi', 'edlink', 'sangat', 'bantu', 'situasi', 'kuliah', 'daring', 'lama', 'pandemi', 'covid', 'harap', 'moga', 'aplikasi', 'terus', 'tingkat', 'fiturfiturnya', 'mampu', 'jawab', 'butuh', 'proses', 'didik', 'komprehensif', 'terimakasih', 'edlink', 'keren']",-22,negative
Aplikasih kenapa yaaa? Kok susah di download ..bikin susah saja,aplikasih kenapa yaaa kok susah di download bikin susah saja,"['aplikasih', 'yaaa', 'kok', 'susah', 'download', 'bikin', 'susah']",-6,negative
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",tingkatkan terus min sangat membantu dalam perkuliahan aplikasi nda ribet mudah di mengerti dan sangat cocok bagi yang masih awam  sangat suka,"['tingkat', 'terus', 'min', 'sangat', 'bantu', 'kuliah', 'aplikasi', 'nda', 'ribet', 'mudah', 'erti', 'sangat', 'cocok', 'awam', 'sangat', 'suka']",-9,negative
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",aplikasi edlink sangat bermanfaat bagi semua peserta didik contohnya saja mengenai informasi perguruan tinggi yang memberikan beasiswa jadi adikadik sma yang akan tamat tahun ini jangan pusingpusing lagi untuk mencari perguruan tinggi mana yang memberika beasiswa instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adikadik  bukan hanya itu saja melalui aplikasi edlink ini juga kita bisa mengikuti kulon dengan para dosen lho seru banget lho,"['aplikasi', 'edlink', 'sangat', 'manfaat', 'semua', 'serta', 'didik', 'contoh', 'kena', 'informasi', 'guru', 'tinggi', 'beri', 'beasiswa', 'jadi', 'adikadik', 'sma', 'tamat', 'tahun', 'jangan', 'pusingpusing', 'cari', 'guru', 'tinggi', 'mana', 'memberika', 'beasiswa', 'instal', 'aplikasi', 'edlink', 'sana', 'tunjuk', 'adikadik', 'bukan', 'lalu', 'aplikasi', 'edlink', 'ikut', 'kulon', 'dosen', 'lho', 'seru', 'banget', 'lho']",-16,negative
Edlink sangat berguna bagi perkuliahan saya.,edlink sangat berguna bagi perkuliahan saya,"['edlink', 'sangat', 'guna', 'kuliah']",-2,negative
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",edlink sangat membatu sekali dalam kuliah online aplikasinya mudah diakses kapanpun terimakasih edlink,"['edlink', 'sangat', 'batu', 'sekali', 'kuliah', 'online', 'aplikasi', 'mudah', 'akses', 'kapan', 'terimakasih', 'edlink']",2,positive
"Maaf ya saya kasih bintang 3 dulu Nanti saya kasih bintang 5 deh kalau ada prubahan yg lebih bagus. Soalnya saya sudah 4 kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror. Semoga mangkin membaik ""min",maaf ya saya kasih bintang  dulu nanti saya kasih bintang  deh kalau ada prubahan yg lebih bagus soalnya saya sudah  kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror semoga mangkin membaik min,"['maaf', 'kasih', 'bintang', 'dulu', 'kasih', 'bintang', 'deh', 'kalau', 'prubahan', 'yg', 'lebih', 'bagus', 'soal', 'kali', 'kumpul', 'tugas', 'aplikasi', 'suka', 'keluar', 'sendiri', 'eror', 'moga', 'mangkin', 'baik', 'min']",-12,negative
App ini tdk bisa utk pc ya? Saya download utk pc sama sekali tdk bisa,app ini tdk bisa utk pc ya saya download utk pc sama sekali tdk bisa,"['app', 'tdk', 'utk', 'pc', 'download', 'utk', 'pc', 'sama', 'sekali', 'tdk']",2,positive
Bisa lanjut belajarnya meski terhalang covid_19,bisa lanjut belajarnya meski terhalang covid,"['lanjut', 'ajar', 'meski', 'halang', 'covid']",-10,negative
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona bingung mencari solusi untuk belajar online bersama di rumah kini edlink menjadi solusinya apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona succes for edlink,"['bijak', 'kampus', 'libur', 'mahasiswa', 'pandemi', 'corona', 'bingung', 'cari', 'solusi', 'ajar', 'online', 'sama', 'rumah', 'kini', 'edlink', 'jadi', 'solusi', 'apk', 'sangat', 'bantu', 'dosen', 'mahasiswa', 'interaksi', 'diskus', 'moga', 'edlink', 'terus', 'mensupport', 'giat', 'ajar', 'mahasiswa', 'beljar', 'tatap', 'muka', 'ada', 'pandemi', 'corona', 'succes', 'for', 'edlink']",0,negative
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",edlink sangat inovatif mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran elearning,"['edlink', 'sangat', 'inovatif', 'mambantu', 'mudah', 'kuliah', 'mahasiswa', 'utama', 'sistem', 'ajar', 'elearning']",-6,negative
